epoch,zhumd1_all2_crop_512,yolov4_tiny_all2_crop_512,yolov4_tiny_all2_crop_transfer_512,yolov4_tiny_all2_crop_aug_transfer_512,yolov4_tiny_all2_crop_aug_512,zhumd1_all2_crop_aug_512,yolov4_tiny_batch12345_512,yolov4_tiny_all3_crop_aug_trans_512,yolov4_tiny_all3_crop_aug_512,zhumd1_all3_crop_aug_512,yolov4_tiny_all3_crop_aug_trans_new_anchor_512,yolov4_tiny_all3_crop_aug_new_anchor2_512
13,41.03880698,23.819343694051103,16.147415526707967,18.35221217473348,19.576265303293862,27.982338587443035,14.888736861092704,15.789366527839944,21.545092618023908,24.330953103524667,43.85754783065231,23.164610968695747
14,36.75449359,22.63046102523804,15.542244402567546,17.050471591949464,17.94019021987915,22.86516717274984,15.65583440235683,15.779970910814074,22.10088846418593,20.14300318117495,46.627436249344434,19.891252588342738
15,38.0651523,23.97616596221924,15.33780755996704,16.148725032806396,16.491759777069092,19.26071642239889,18.42452539716448,14.8289672003852,15.918985702373364,26.173522807933665,43.476672419795285,21.125178549024795
16,31.43480225,18.45226675669352,15.00163515408834,15.68072017033895,20.568286498387653,22.8923176129659,15.45792647770473,15.838731006339744,24.73453472278736,17.7551583537349,40.12016518910726,25.054782019721138
17,28.71650127,25.1582644144694,14.723123009999592,15.189327144622805,22.64027058283488,18.23514525095622,15.160986627851214,16.521138862327295,17.46155035937274,18.42884102574101,43.33954351919669,18.65830774660464
18,32.45439205,24.16247240702312,14.645754686991374,14.457566865285235,17.217127768198647,18.93448804219564,16.889563151768275,14.7059069386235,18.384303552133066,19.313976323163068,38.86263006704825,19.57015443731237
19,26.18766925,17.417719157536826,14.514732837677002,15.449829626083377,18.834848753611247,19.373872407277425,15.189355100904192,14.217093856246382,18.17876543822112,22.096367482785823,41.05564682571976,18.51386324564616
20,23.65443951,17.06741337776184,14.070303090413413,14.774746306737264,17.379418881734214,19.74995409647624,14.73644358771188,15.2395961549547,19.384248486271613,21.34062894185384,38.76929191306785,23.71212037404378
21,26.11801964,16.445710531870525,14.359027242660522,17.320835145314536,20.04706481297811,21.08830544153849,13.509648391178676,14.08382723066542,24.69601062492088,17.27723255863896,42.168882581922745,19.39791591079147
22,23.52046696,17.629630120595298,14.00117344856262,14.607524394989014,25.69955507914225,19.435791619618733,13.584372929164342,13.832752545674644,16.639091456377948,17.55037346592656,38.075576570298935,15.824650835107875
23,21.12883145,17.421641953786214,13.853489335378011,14.964942010243734,16.572433280944825,19.49141915639241,14.130077157701765,14.319026240596065,21.927396491721822,15.776151657104492,44.129416430438006,19.563970106619376
24,22.70519749,16.75121064186096,13.502357006072998,16.357265758514405,15.62049241065979,19.772248681386312,14.659839357648575,13.279723114437529,20.458765701011377,16.818841881222195,40.71151069358543,18.247957918379043
25,22.10397628,20.12800515492757,13.65223930676778,15.660202026367188,16.03088967005412,18.79460074106852,13.094409125191826,14.902640960834644,16.811362266540527,17.390206725509078,42.17219112537526,15.824630913911042
26,22.31754341,15.279967117309573,13.594894377390544,13.652878999710085,18.93915449778239,18.575067615509035,14.134326662336075,13.874449482670537,20.057745262428565,19.333371197735826,41.01987888194896,19.942263144033927
27,20.34657625,15.067356236775716,13.38604162534078,14.754638322194417,15.191891511281332,17.580661567052207,14.30329840523856,14.792193448102031,15.933120745199698,16.24913897337737,40.35283586714003,17.412006872671622
28,19.3350612,16.115093930562338,13.377224238713582,16.19814028739929,15.488904698689778,16.267064237594603,14.306196076529366,14.2648253970676,16.45574696858724,14.8234953350491,42.17790865015101,17.767240383006907
29,18.97502235,14.568313185373942,13.342947260538738,13.775590578715006,13.969056526819864,17.323938401540122,13.063374383108956,13.92147413889567,20.124985094423646,15.361938935739024,40.27334827846951,18.553412472760236
30,19.56983719,15.116361053784688,13.501129817962646,14.64932902654012,16.286557737986247,16.73100339571635,13.723142078944615,13.591267691718208,18.46285876521358,16.07476121407968,41.119197562888814,15.944211871535689
31,18.33296757,14.386793740590411,13.280357472101848,14.073375701904297,17.04485454559326,18.19458316167196,12.566387585231237,14.056550096582484,16.165983729892307,19.01364294687907,37.85459642057066,16.458622932434082
32,18.62942073,15.71624625523885,13.139151827494304,14.299765221277871,15.521610991160076,17.998015054066975,15.080751487186976,13.137803784123172,15.941331174638536,14.922873691276267,37.32657319528085,16.300820491932058
33,19.97019429,13.767850653330486,13.209947125116985,14.714386463165283,17.28425302505493,16.0315305074056,12.899084227425712,13.922143936157228,16.511624936704283,14.79229282449793,37.46033728564227,16.590395168021875
34,18.18376258,14.263981183369957,13.262316624323526,15.394506613413492,15.78088501294454,16.55160239537557,12.672764437539238,13.231599348562735,15.535678104118064,15.668477182035092,42.18077440615053,14.60584541603371
35,17.30506821,13.37786348660787,13.054315344492595,15.024218416213987,13.849746831258138,14.893387428919477,13.375129699707031,13.95951227788572,16.02977486009951,15.002300333093714,39.72341565732603,17.16882465503834
36,17.27707459,13.64067554473877,13.085525210698446,14.085690228144328,15.289279874165851,15.279724343617756,13.500720500946043,13.480763011508518,14.82700499781856,15.36106519345884,39.00476441559968,16.983475314246284
37,17.42588593,13.511411587397255,13.004976034164429,14.56701825459798,17.003430811564126,17.495734469095865,13.161160945892334,13.248104996151394,16.885648091634113,15.696080878928855,37.58939114323369,16.99082667739303
38,18.02597561,13.637691577275596,13.101250696182252,14.619069703420005,14.224071979522703,15.612316179275512,13.291539873395648,13.414006445142958,13.745531453026665,15.439775272651955,40.10727571558069,15.754826898928043
39,17.00604388,13.641068696975708,12.961608028411865,14.277717606226604,14.021099519729614,15.766694450378418,13.366213117327009,13.759514561405888,13.84562513563368,15.26936478084988,37.72623055069535,14.66768181765521
40,16.93979476,13.201180823644002,12.88490867614746,14.205898205439247,14.229730669657387,16.47652177810669,13.109278338296074,13.173238683629918,15.62735469252975,14.42983885164614,37.4126555831344,17.2484644430655
41,17.28100573,13.219813346862791,12.906967894236248,14.55750166575114,13.334171899159749,16.419896586736044,13.1709817137037,13.015860787144414,14.819122067204228,16.14909067860356,36.929177390204536,15.58231148896394
42,16.70810579,13.161114374796549,12.86880602836609,14.437802664438884,14.416577100753784,16.171565055847168,12.9506071635655,12.95516586303711,14.81313027275933,14.93889898724026,37.83310650013112,15.680156654781765
43,16.57656905,13.179017957051595,12.852544673283894,14.086551920572916,15.232859150568643,16.324310239156087,12.964833872658868,13.25490951538086,14.407433368541575,15.268442507143376,37.78543645364267,15.820425121872514
44,16.75029365,13.150426228841146,12.848589785893758,14.218352953592936,14.833277416229247,15.781656885147097,12.804937294551303,13.042934664973506,14.027880368409331,14.8162650708799,37.70001037032516,16.433449003431534
45,16.40264797,13.1084006468455,12.858094533284506,14.176847775777182,15.11435963312785,16.026033274332683,12.728291443416053,13.062928235089338,13.707451078626844,15.063479670771846,38.03697868629738,16.282212751883048
46,16.46178215,12.979483191172282,12.867755285898845,14.011492697397868,14.58231242497762,16.54913288752238,12.816953659057615,13.357017940945097,14.164904417815032,14.501801243534794,37.857966599641024,15.799699995252821
47,16.29302251,13.012744204203289,12.8400794506073,14.08750189145406,15.001098537445069,15.76786691347758,12.647502558571952,13.031886312696669,14.74779478708903,14.487901316748726,37.994905683729385,15.697605662875706
48,16.29665289,13.00442541440328,12.848880322774251,14.13732016881307,14.91001942952474,15.63781878153483,12.777956417628696,13.315302548585114,14.462060751738372,14.621364346256962,38.14363560853181,15.544495794508192
49,16.29614073,13.020317475001017,12.84787802696228,13.945217752456664,14.833453941345216,15.420170402526855,12.866280828203474,13.1428307250694,14.33690274203265,14.542421605851915,36.9798070413095,15.500019709269205
50,16.28211102,12.988700660069783,12.837179136276244,13.967387262980145,14.7040802637736,15.74070315361023,13.189305441720146,13.188804026003238,14.427821936430757,14.61999637109262,37.06298481976545,15.618298848470053
